,title,brand,colour,connectivityTechnology,specialFeature,movementDetectionTechnology,numberOfItems,price,weight,country
548,"Redgear A-17 Gaming Mouse with Upto 6400 DPI, RGB Lighting and Braided Cable(Black)       ",Redgear,Black,,,,,699.,130 g ,China 
549,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Red,,Wireless,Optical,,699.,59.9 g ,China 
550,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
551,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
552,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,628.,84 g ,China 
553,"ASUS WT200 Wireless Mouse, Blue       ",ASUS,Blue,Wireless,"Wireless, Ergonomic Design",Optical,,599.,73 g ,China 
554,"HP 200 USB Wireless Mouse with 1000 DPI optical sensor, 2.4 GHz wireless connectivity, built-in scrolling and ambidextrous design.3 years warranty(Black)       ",HP,Black,,"Wireless, Ergonomic Design",Optical,,715.,200 g ,China 
555,"ZEBRONICS Zeb-Velocity Type C Optical Mouse with High Precision,4 Buttons and Type C Interface       ",ZEBRONICS,,USB,,Optical,,299.,78 g ,China 
556,"Logitech M90 Wired USB Mouse, 3 yr Warranty, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Dark Grey,Wired,"Wired, Optical, Ambidextrous",Optical,,358.,82 g ,China 
557,Razer DeathAdder Essential Wired Gaming Mouse I Single-Color Green Lighting I 6400DPI Optical Sensor- Black - RZ01-03850100-R3M1       ,,,,,,,"1,349.",134 g ,China 
558,Dell MS3320W-Black Dual Connectivity 3-Button Bluetooth 5.0 & Wireless 2.4Ghz Mouse with 3 Years Advance Exchange Warranty & 36M Battery Life.       ,Dell,Black,Wireless,"Wireless, Bluetooth, Optical",Optical,,"1,299.",160 g ,China 
559,"Amkette Hush Pro Acura 2.4 Ghz Silent Switch Wireless Mouse with Ergonomic Design, High Precision 3 DPI Settings, Smart Auto Sleep Function and Mouse On/Off Switch (Black)       ",Amkette,Black,,"Wireless, Soundless, Ergonomic Design",Optical,,349.,50 g ,China 
560,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
561,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,Optical,Optical,,269.,109 g ,China 
562,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
563,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
564,"Amkette Hush Pro Acura 2.4 Ghz Silent Switch Wireless Mouse with Ergonomic Design, High Precision 3 DPI Settings, Smart Auto Sleep Function and Mouse On/Off Switch (Black)       ",Amkette,Black,,"Wireless, Soundless, Ergonomic Design",Optical,,349.,50 g ,China 
565,"Ant Value FKAPU03 1000 DPI Wireless Mouse - Black, Silver       ",,,,,,,269.,,
566,"RPM Euro Games USB Wireless Gaming Mouse Rechargeable 500 mAh Battery DPI Upto 3200 6 Color RGB Lights Rubber Coated Mice, Black       ",RPM Euro Games,Black,USB,"Wireless, Rechargeable, Soundless, LED Lights, Water Resistant",Optical,,649.,96 g ,China 
567,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
568,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
569,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,628.,84 g ,China 
570,"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr       ",Lenovo,Grey,,"Wireless, Portable, Soundless",Optical,,"1,479.",61 g ,China 
571,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
572,Zebronics Zeb-Shine Wireless Optical Mouse (Black)       ,ZEBRONICS,Black,,Wireless,Optical,,329.,190 g ,China 
573,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite       ",Logitech,Graphite,,"Wireless, Portable, Soundless",Optical,,"1,594.",100 g ,China 
574,"HP USB X500 Wired Optical Sensor Mouse 3 Buttons Windows 8 Supported, Black (E5C12AA)       ",HP,Black,,optical,Optical,,495.,140 g ,China 
575,"Amkette Hush Pro Acura 2.4 Ghz Silent Switch Wireless Mouse with Ergonomic Design, High Precision 3 DPI Settings, Smart Auto Sleep Function and Mouse On/Off Switch (Grey)       ",Amkette,Grey,,"Wireless, Soundless, Ergonomic Design",Optical,,331.,50 g ,China 
576,"Verilux® Wireless Mouse Rechargeable, Upgraded Ultra Slim 2.4G Silent Cordless Mouse Computer Mice 1600 DPI with USB Receiver for Laptop PC Mac MacBook, Windows (Black+Battery Level Visible)       ",Verilux,Black+Battery Level Visible,,"Wireless, Soundless, Rechargeable",Optical,,749.,122 g ,China 
577,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
578,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
579,"Ant Esports GM80 USB RGB Wired 6 Programmable Buttons, 3200 DPI Adjustable, Optical Gamer Gaming Mice Gaming Mouse with Multicolour LED Lights - Black       ",Ant Esports,Black,,"Lightweight, LED Lights",Optical,,327.,100 g ,China 
580,"Ambrane SliQ Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, 3 Keys with Silent Clicks, 1200 DPI, Comfortable Grip (Orchid Purple)       ",Ambrane,Purple,,"Wireless, Portable, Lightweight, Soundless",Optical,,299.,55 g ,China 
581,"HP 200 Wireless Mouse/2.4GHz Wireless Connection /2 AAA Batteries/3 Years RTB Warranty, 2HU84AA(Pike Silver)       ",HP,Pike Silver,,Wireless,Optical,,649.,110 g ,China 
582,"Logitech Signature M650 L Full Size Wireless Mouse - for Large Sized Hands, 2-Year Battery, Silent Clicks, Customisable Side Buttons, Bluetooth, Multi-Device Compatibility - Graphite       ",Logitech,Graphite,,"Wireless, Ergonomic Design",,,"2,795.",111 g ,China 
583,"Amazon Basics Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, for PC/ Mac/ Laptop/ Tablet (Black)       ",Amazon Basics,Black,USB,Wireless,Optical,,529.,68 g ,Hong Kong 
584,Ant Esports GM270W Optical Wired Gaming Mouse with 7 Programmable Buttons and 3200 Adjustable DPI - Black - USB       ,Ant Esports,b,,"Ergonomic Design, LED Lights",Optical,,399.,340 g ,China 
585,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
586,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Blue       ",Logitech,BLUE,,"Wireless, Optical",Optical,,749.,77 g ,China 
587,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
588,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,628.,84 g ,China 
589,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
590,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
591,"Logitech MX Master 2S Wireless Mouse, Multi-Device, Bluetooth or 2.4GHz Wireless with USB Unifying Receiver, 4000 DPI Any Surface Tracking, 7 Buttons, Fast Rechargeable, Laptop/PC/Mac/iPad OS - Black       ",Logitech,Graphite,,"Wireless, Rechargeable",,,"6,499.",145 g ,China 
592,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold)       ,HP,Modern Gold,,Charging Port,Optical,,899.,50 g ,China 
593,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
594,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - White       ",Logitech,OFFWHITE,,"Wireless, Soundless",Optical,,749.,75 g ,China 
595,"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV       ",Offbeat,Black,,"Wireless, Portable, Soundless, Ergonomic Design, Rechargeable, LED Lights",Optical,,"1,099.",105 g ,China 
596,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Off White       ",Logitech,Off White,,"Wireless, Portable, Soundless",Optical,,"1,594.",100 g ,China 
597,"ZEBRONICS Cozy 6 Button Vertical USB Gaming Mouse with 3200 DPI max, 1.8m Braided Cable, LED Lights, high Resolution Sensor, Rubber Finish, Ergonomic Design and Plug Play Usage       ",,,,,,,,,
598,"Logitech M350 Pebble Wireless Mouse with Bluetooth or 2.4 GHz Receiver, Silent, Slim Computer Mouse with Quiet Clicks for Laptop, Notebook, iPad, PC and Mac - Sand       ",Logitech,Sand,,"Wireless, Portable, Soundless",Optical,,"1,595.",100 g ,China 
599,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
600,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
601,"ASUS TUF Gaming M3 Optical USB RGB Gaming Mouse Featuring A 7000 DPI Optical Sensor, 7 Programmable Buttons, 4-Level DPI Switch and Aura Sync RGB Lighting       ",ASUS,,USB,"Lightweight, Ergonomic Design",Optical,,"1,249.",84 g ,China 
602,"Dell 570-AAMH WM126 USB Optical LED 3-Button Mouse, Black       ",Dell,BLACK,,Wireless,Optical,,799.,30 g ,China 
603,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Black)       ,HP,Black,,"Wireless, Optical",Optical,,"1,099.",50 g ,China 
604,"Lenovo 300 Wireless Compact Mouse, 1000 DPI Optical sensor, 2.4GHz Wireless Nano USB, 10m range, 3-button(left,right,scroll) upto 3M left/right clicks & 1yr battery, Ambidextrous, Ergonomic GX30K79401       ",Lenovo,Black,USB,"Wireless, Laser",Laser,,745.,60 g ,China 
605,"Apple Magic Mouse (for Bluetooth-Enabled Mac with OS X 10.11 or Later, iPad with iPadOS 13.4 or Later)       ",Apple,White,"Bluetooth, USB","Wireless, Rechargeable",,,"6,799.",,
606,Coconut WM12 Rechargeable Wireless Mouse with RGB LED Backlit Silent Click (Black Color) 1600 DPI Ergonomic Mouse for Laptop pc Computer Gaming & Work       ,coconut,Black,,"Wireless, Ergonomic",Optical,,599.,70 g ,China 
607,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Rose       ",Logitech,Rose,,"Wireless, Portable, Soundless",Optical,,"1,489.",60 g ,China 
608,EvoFox Shadow Optical USB Wired Gaming Mouse with Upto 3600 DPI Gaming Sensor | 6 Buttons Design | Press Life Upto 7 Million Clicks | 7 Colours Rainbow Lighting with Breathing Effect | 1.8m Braided Cable (Black)       ,Amkette,Black,USB,LED Lights,Laser,,499.,130 g ,China 
609,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
610,"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr       ",Lenovo,Grey,,"Wireless, Portable, Soundless",Optical,,"1,479.",61 g ,China 
611,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
612,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
613,"Portronics Toad 25 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, 1200 DPI Resolution, Optical Orientation for Laptops, Desktops & Macbooks(Black)       ",Portronics,Black,,"Wireless, Ergonomic Design",Optical,,359.,66 g ,China 
614,"iClever Ergonomic Mouse, Vertical Mouse 6 Buttons Adjustable DPI with USB Computer Mouse, 2.4G Optical Wireless Mouse for Laptop/Mac/PC, Black       ",iClever,Black,,"Wireless, Ergonomic Design",Optical,,"1,899.",140 g ,China 
615,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
616,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
617,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
618,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
619,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,628.,84 g ,China 
620,"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr       ",Lenovo,Grey,,"Wireless, Portable, Soundless",Optical,,"1,479.",61 g ,China 
621,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
622,"Lenovo 530 Wireless Mouse (Graphite): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Graphite Grey,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,949.,65 g ,China 
623,Ant Value FKAPU04 1000 DPI Wireless Mouse - Black       ,,,,,,,289.,,
624,"Lenovo 530 Wireless Mouse (Cherry Red): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Cherry Red,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,949.,65 g ,China 
625,"Lenovo 530 Wireless Mouse (Abyss Blue): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Abyss Blue,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,949.,65 g ,China 
626,"Offbeat RIPJAW 2.4Ghz Rechargeable Wireless Gaming Mouse, Silent Click Buttons Mouse - 7D Buttons, DPI : 1600,2400,3200, Mice for PC/Laptop/Smart TV/Mac(Light Weight)       ",Offbeat,Black,Wi-Fi,"Dual gaming mode, Rechargeable Wireless Mouse, Aluminum bottom plate","Optical, Laser",,899.,125 g ,China 
627,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
628,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
629,"HP 430 Multi-Device Bluetooth Wireless Mouse with 4 Programmable Buttons/ 800 DPI - 4000 DPI/ Fast Scrolling/ Compatibility to Windows, macOS, Chrome OS/ Black, 3B4Q2AA       ",HP,Black,Bluetooth,"Wireless, Programmable Buttons",Optical,,"1,498.",78 g ,China 
630,"Logitech G102 Light Sync Gaming Wired Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking,16.8mn Color, Light Weight - White       ",Logitech G,White,,"LIGHTSYNC RGB lighting 6 programmable buttons Resolution: 200 – 8,000 DPI",Optical,,"1,495.",85 g ,China 
631,"Zebronics Zeb-Kai Wireless Mouse - Bluetooth & 2.4GHz with USB Nano Receiver (Dual Connectivity), Power On/Off Switch, 1500 DPI, 3 Buttons, Silent Clicks, Plug & Play, for PC/Mac/Laptop (Black)       ",ZEBRONICS,Black,,"Wireless, Lightweight, Soundless",Laser,,619.,50 g ,China 
632,HP M10 Wired USB Mouse with 3 Buttons High Definition 1000DPI Optical Tracking and Ambidextrous Design       ,HP,Black,USB,Wired,Optical,,260.,100 g ,India 
633,Ant Esports GM60 USB Optical Gaming Mouse       ,Ant Esports,Black,,Ergonomic Design,Optical,,310.,114 g ,China 
634,Ant Esports USB GM600 RGB Wired Programmable Gaming Mouse 6 DPI Sensitivity Level Adjustments up to 7200 DPI Equipped with HUANO Mouse switches       ,Ant Esports,Black,,,Optical,,698.,136 g ,China 
635,"Logitech G502 Hero High Performance Wired Gaming Mouse, Hero 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC/Mac - Black       ",Logitech G,Black,,Lightweight,Optical,,"3,995.",122 g ,China 
636,Ant Value FKAPU05 1600 DPI Wireless Mouse - Grey       ,,,,,,,349.,,
637,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
638,"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr       ",Lenovo,Grey,,"Wireless, Portable, Soundless",Optical,,"1,479.",61 g ,China 
639,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
640,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
641,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Black)       ,HP,Black,,"Wireless, Optical",Optical,,"1,099.",50 g ,China 
642,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
643,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
644,"HP Bluetooth Travel Mouse, Black (6SP25AA)       ",HP,Black,Bluetooth,Ergonomic Design,,,"1,799.",57 g ,China 
645,KiTech M10 Wired Mouse       ,KiTech,Black,USB,Ergonomic Design,Optical,,145.,100 g ,China 
646,(Renewed) Logitech M221 Silent Wireless Mouse- Charcoal - USB       ,Logitech,Chrome,USB,"Wireless, Optical",Optical,,550.,110 g ,
647,"Logitech G502 Hero High Performance Wired Gaming Mouse, Hero 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC/Mac - Black       ",Logitech G,Black,,Lightweight,Optical,,"3,995.",122 g ,China 
648,Logitech M185 Wireless USB Mouse       ,Logitech,Grey,,wireless,Optical,,"1,090.",75 g ,China 
649,Ant Value FKAPU03 1000 DPI Wireless Mouse - Rose Gold       ,,,,,,,269.,,
650,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
651,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
652,HP Wireless Mouse 250/2.4 GHz Wireless USB connectivity/12 Months Battery Life/LED Optical Sensor/ 1600 DPI/1 Year Warranty/Black       ,HP,Black,Wireless,Wireless,Optical,,939.,94 g ,India 
653,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
654,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,Wired,Optical,,349.,90 g ,China 
655,Razer Viper Mini Ultralight Gaming Mouse- Classic Black | Fastest Gaming Switches - 8500 DPI Optical Sensor - Chroma RGB Underglow Lighting - 6 Programmable Buttons - Drag-Free Cord - RZ01-03250100-R3M1       ,Razer,Black,,Lightweight,Optical,,"1,685.",60.9 g ,China 
656,"Quantum USB Wired Mouse, 1200 DPI Optical Sensor, Plug & Play Ergonomic Mouse for Comfortable All-Day Grip with 3-Button Design and clickable Scroll Wheel, USB 2.0 Mice for PC/ Laptop, QHM251H (Black)       ",Quantum,Black,,Soundless,Optical,,149.,200 g ,India 
657,Zebronics Zeb-Alex Wired USB Optical Mouse with 3 Buttons       ,ZEBRONICS,black,,Wireless,Optical,,139.,900 g ,China 
658,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1.0,595.,68 Grams ,China 
659,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,Wired,Optical,,349.,90 g ,China 
660,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)       ",HP,Black,,"Wireless, Optical",Optical,,699.,60 g ,China 
661,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,wired,"Wired, Optical",Optical,,349.,90 g ,China 
662,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.       ",HP,Black,USB,"Wireless, Ergonomic Design",Optical,,449.,50 g ,China 
663,"HP M270 Backlit USB Wired Gaming Mouse with 6 Buttons, 4-Speed Customizable 2400 DPI, Ergonomic Design, Breathing LED Lighting, Metal Scroll Wheel, Lightweighted / 3 Years Warranty (7ZZ87AA), Black       ",HP,Black,,"Wireless, Lightweight, Ergonomic Design",Optical,,599.,129 g ,China 
664,"Redgear A-10 Wired Gaming Mouse with RGB LED, Lightweight and Durable Design, DPI Upto 2400, Compatible with Windows and MAC.       ",Redgear,,Wired,Lightweight,Optical,,349.,200 g ,China 
665,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Light Blue+Grey)       ",ZEBRONICS,Light Blue + Grey,,"Wireless, Lightweight",Optical,,399.,120 g ,China 
